re_code,m_code,g_code,reservation_no,r_code,booker_name,reserved_at,check_in_date,check_out_date,original_price,discount_rate,coupon_used,final_price,cancel,cancel_date,review_status
638,154,0,R-2026-01-01-00000jtl,167,user154,2026-01-01 21:30,2026-01-03,2026-01-06,570000,10,0,513000,0,,1
639,155,0,R-2026-01-01-00000jtm,274,user155,2026-01-01 22:35,2026-01-05,2026-01-06,113800,10,0,102420,0,,1
640,0,144,R-20260102-i9j0k1l2,144,guest144,2026-01-02 6:06,2026-01-04,2026-01-08,400000,0,0,400000,0,,0
641,156,0,R-2026-01-02-00000jtn,410,user156,2026-01-02 6:20,2026-01-08,2026-01-10,490000,0,0,490000,0,,1
642,157,0,R-2026-01-02-00000jto,68,user157,2026-01-02 7:25,2026-01-03,2026-01-06,489000,10,0,440100,0,,1
643,158,0,R-2026-01-02-00000jtp,154,user158,2026-01-02 8:30,2026-01-05,2026-01-06,152000,10,0,136800,0,,1
644,159,0,R-2026-01-02-00000jtq,245,user159,2026-01-02 9:35,2026-01-07,2026-01-09,357800,0,0,357800,1,2026-01-03 9:35,0
645,160,0,R-2026-01-02-00000jtr,333,user160,2026-01-02 10:40,2026-01-12,2026-01-15,357000,10,0,321300,0,,1
646,161,0,R-2026-01-02-00000jts,57,user161,2026-01-02 11:45,2026-01-04,2026-01-05,152000,10,0,136800,0,,1
647,162,0,R-2026-01-02-00000jtt,157,user162,2026-01-02 12:50,2026-01-06,2026-01-08,124000,0,0,124000,0,,1
648,163,0,R-2026-01-02-00000jtu,243,user163,2026-01-02 13:55,2026-01-08,2026-01-11,246000,10,0,221400,0,,1
649,164,0,R-2026-01-02-00000jtv,386,user164,2026-01-02 15:00,2026-01-03,2026-01-04,148000,10,0,133200,0,,1
650,165,0,R-2026-01-02-00000jtw,58,user165,2026-01-02 16:05,2026-01-05,2026-01-07,336000,10,0,302400,1,2026-01-03 16:05,0
651,166,0,R-2026-01-02-00000jtx,142,user166,2026-01-02 17:10,2026-01-07,2026-01-10,228000,10,0,205200,0,,1
652,167,0,R-2026-01-02-00000jty,231,user167,2026-01-02 18:15,2026-01-09,2026-01-10,178000,10,0,160200,1,2026-01-03 18:15,0
653,168,0,R-2026-01-02-00000jtz,314,user168,2026-01-02 19:20,2026-01-04,2026-01-06,292000,10,0,262800,0,,1
654,169,0,R-2026-01-02-00000jt0,52,user169,2026-01-02 20:25,2026-01-06,2026-01-09,294000,0,0,294000,0,,1
655,170,0,R-2026-01-02-00000jt1,135,user170,2026-01-02 21:30,2026-01-08,2026-01-09,122000,10,0,109800,0,,1
656,171,0,R-2026-01-02-00000jt2,220,user171,2026-01-02 22:35,2026-01-03,2026-01-05,376000,10,0,338400,0,,1
657,172,0,R-2026-01-03-00000jt3,375,user172,2026-01-03 6:20,2026-01-06,2026-01-09,603000,0,0,603000,1,2026-01-04 6:20,0
658,173,0,R-2026-01-03-00000jt4,47,user173,2026-01-03 7:25,2026-01-08,2026-01-09,124000,10,0,111600,0,,1
659,174,0,R-2026-01-03-00000jt5,129,user174,2026-01-03 8:30,2026-01-10,2026-01-12,364000,10,0,327600,0,,1
660,175,0,R-2026-01-03-00000jt6,218,user175,2026-01-03 9:35,2026-01-05,2026-01-08,395700,10,0,356130,0,,1
661,176,0,R-2026-01-03-00000jt7,301,user176,2026-01-03 10:40,2026-01-07,2026-01-08,152000,10,0,136800,0,,1
662,177,0,R-2026-01-03-00000jt8,420,user177,2026-01-03 11:45,2026-01-09,2026-01-11,506000,10,0,455400,0,,1
663,178,0,R-2026-01-03-00000jt9,124,user178,2026-01-03 12:50,2026-01-04,2026-01-07,273000,0,0,273000,0,,1
664,179,0,R-2026-01-03-00000jua,211,user179,2026-01-03 13:55,2026-01-06,2026-01-07,67000,10,0,60300,1,2026-01-04 13:55,0
665,0,145,R-20260103-j0k1l2m3,145,guest145,2026-01-03 14:14,2026-01-05,2026-01-09,676000,10,0,608400,0,,0
666,180,0,R-2026-01-03-00000jub,360,user180,2026-01-03 15:00,2026-01-08,2026-01-10,404000,10,0,363600,0,,1
667,181,0,R-2026-01-03-00000juc,39,user181,2026-01-03 16:05,2026-01-10,2026-01-13,468000,10,0,421200,0,,1
668,182,0,R-2026-01-03-00000jud,108,user182,2026-01-03 17:10,2026-01-05,2026-01-06,116000,10,0,104400,0,,1
669,183,0,R-2026-01-03-00000jue,203,user183,2026-01-03 18:15,2026-01-07,2026-01-09,328000,10,0,295200,1,2026-01-04 18:15,0
670,184,0,R-2026-01-03-00000juf,289,user184,2026-01-03 19:20,2026-01-09,2026-01-12,396600,10,0,356940,1,2026-01-04 19:20,0
671,185,0,R-2026-01-03-00000jug,402,user185,2026-01-03 20:25,2026-01-04,2026-01-05,245000,0,0,245000,1,2026-01-04 20:25,0
672,186,0,R-2026-01-03-00000juh,112,user186,2026-01-03 21:30,2026-01-06,2026-01-08,334000,10,0,300600,0,,1
673,187,0,R-2026-01-03-00000jui,199,user187,2026-01-03 22:35,2026-01-08,2026-01-11,249000,10,0,224100,0,,1
674,188,0,R-2026-01-04-00000juj,340,user188,2026-01-04 6:20,2026-01-11,2026-01-12,126000,10,0,113400,0,,1
675,189,0,R-2026-01-04-00000juk,27,user189,2026-01-04 7:25,2026-01-06,2026-01-08,240000,0,0,240000,0,,1
676,190,0,R-2026-01-04-00000jul,95,user190,2026-01-04 8:30,2026-01-08,2026-01-11,546000,10,0,491400,0,,1
677,191,0,R-2026-01-04-00000jum,190,user191,2026-01-04 9:35,2026-01-10,2026-01-11,118400,0,0,118400,0,,1
678,192,0,R-2026-01-04-00000jun,279,user192,2026-01-04 10:40,2026-01-05,2026-01-07,354600,10,0,319140,0,,1
679,193,0,R-2026-01-04-00000juo,397,user193,2026-01-04 11:45,2026-01-07,2026-01-10,729000,10,0,656100,1,2026-01-05 11:45,0
680,194,0,R-2026-01-04-00000jup,96,user194,2026-01-04 12:50,2026-01-09,2026-01-10,194000,10,0,174600,0,,1
681,195,0,R-2026-01-04-00000juq,188,user195,2026-01-04 13:55,2026-01-11,2026-01-13,420000,10,0,378000,0,,1
682,196,0,R-2026-01-04-00000jur,326,user196,2026-01-04 15:00,2026-01-06,2026-01-09,540000,10,0,486000,0,,1
683,197,0,R-2026-01-04-00000jus,12,user197,2026-01-04 16:05,2026-01-08,2026-01-09,122000,10,0,109800,0,,1
684,198,0,R-2026-01-04-00000jut,81,user198,2026-01-04 17:10,2026-01-10,2026-01-12,212000,0,0,212000,0,,1
685,199,0,R-2026-01-04-00000juu,181,user199,2026-01-04 18:15,2026-01-05,2026-01-08,516900,10,0,465210,0,,1
686,200,0,R-2026-01-04-00000juv,264,user200,2026-01-04 19:20,2026-01-07,2026-01-08,208000,10,0,187200,0,,1
687,201,0,R-2026-01-04-00000juw,371,user201,2026-01-04 20:25,2026-01-09,2026-01-11,354000,10,0,318600,0,,1
688,0,146,R-20260104-k1l2m3n4,146,guest146,2026-01-04 21:21,2026-01-06,2026-01-10,724000,10,0,651600,0,,0
689,202,0,R-2026-01-04-00000jux,88,user202,2026-01-04 21:30,2026-01-11,2026-01-14,291000,10,0,261900,0,,1
690,203,0,R-2026-01-04-00000juy,175,user203,2026-01-04 22:35,2026-01-06,2026-01-07,55000,10,0,49500,0,,1
691,204,0,R-2026-01-05-00000juz,305,user204,2026-01-05 6:20,2026-01-09,2026-01-11,220000,10,0,198000,0,,1
692,0,147,R-20260105-l2m3n4o5,147,guest147,2026-01-05 7:07,2026-01-07,2026-01-11,772000,10,0,694800,1,2026-01-06 10:00,0
693,205,0,R-2026-01-05-00000ju0,415,user205,2026-01-05 7:25,2026-01-11,2026-01-14,597000,0,0,597000,0,,1
694,206,0,R-2026-01-05-00000ju1,73,user206,2026-01-05 8:30,2026-01-10,2026-01-11,141000,0,0,126900,0,,1
695,207,0,R-2026-01-05-00000ju2,166,user207,2026-01-05 9:35,2026-01-08,2026-01-10,356000,10,0,320400,0,,1
696,208,0,R-2026-01-05-00000ju3,256,user208,2026-01-05 10:40,2026-01-10,2026-01-13,477600,10,0,429840,0,,1
697,209,0,R-2026-01-05-00000ju4,352,user209,2026-01-05 11:45,2026-01-12,2026-01-13,189000,10,0,170100,0,,1
698,210,0,R-2026-01-05-00000ju5,70,user210,2026-01-05 12:50,2026-03-07,2026-03-09,196000,0,0,196000,0,,1
699,211,0,R-2026-01-05-00000ju6,167,user211,2026-01-05 13:55,2026-01-09,2026-01-12,570000,10,0,513000,0,,1
700,1,0,R-2026-01-05-00000ju7,274,user1,2026-01-05 15:00,2026-01-11,2026-01-12,113800,10,0,102420,0,,1
701,2,0,R-2026-01-05-00000ju8,410,user2,2026-01-05 16:05,2026-01-06,2026-01-08,490000,0,0,490000,1,2026-01-06 16:05,0
702,3,0,R-2026-01-05-00000ju9,68,user3,2026-01-05 17:10,2026-01-08,2026-01-11,489000,10,0,440100,0,,1
703,4,0,R-2026-01-05-00000jva,154,user4,2026-01-05 18:15,2026-01-10,2026-01-11,152000,10,0,136800,0,,1
704,5,0,R-2026-01-05-00000jvb,245,user5,2026-01-05 19:20,2026-01-12,2026-01-14,357800,0,0,357800,0,,1
705,6,0,R-2026-01-05-00000jvc,333,user6,2026-01-05 20:25,2026-01-07,2026-01-10,357000,10,0,321300,0,,1
706,7,0,R-2026-01-05-00000jvd,57,user7,2026-01-05 21:30,2026-01-09,2026-01-10,152000,10,0,136800,0,,1
707,8,0,R-2026-01-05-00000jve,157,user8,2026-01-05 22:35,2026-01-11,2026-01-13,124000,0,0,124000,1,2026-01-06 22:35,0
708,9,0,R-2026-01-06-00000jvf,243,user9,2026-01-06 6:20,2026-01-07,2026-01-10,246000,10,0,221400,0,,1
709,10,0,R-2026-01-06-00000jvg,386,user10,2026-01-06 7:25,2026-01-09,2026-01-10,148000,10,0,133200,0,,1
710,11,0,R-2026-01-06-00000jvh,58,user11,2026-01-06 8:30,2026-01-11,2026-01-13,336000,10,0,302400,0,,1
711,12,0,R-2026-01-06-00000jvi,142,user12,2026-01-06 9:35,2026-01-13,2026-01-16,228000,10,0,205200,0,,1
712,0,148,R-20260106-m3n4o5p6,148,guest148,2026-01-06 10:10,2026-01-08,2026-01-12,572000,10,0,514800,0,,0
713,13,0,R-2026-01-06-00000jvj,231,user13,2026-01-06 10:40,2026-01-08,2026-01-09,178000,10,0,160200,0,,1
714,14,0,R-2026-01-06-00000jvk,314,user14,2026-01-06 11:45,2026-01-10,2026-01-12,292000,10,0,262800,1,2026-01-07 11:45,0
715,15,0,R-2026-01-06-00000jvl,52,user15,2026-01-06 12:50,2026-01-12,2026-01-15,294000,0,0,294000,0,,1
716,16,0,R-2026-01-06-00000jvm,135,user16,2026-01-06 13:55,2026-01-07,2026-01-08,122000,10,0,109800,1,2026-01-07 13:55,0
717,17,0,R-2026-01-06-00000jvn,220,user17,2026-01-06 15:00,2026-01-09,2026-01-11,376000,10,0,338400,0,,1
718,18,0,R-2026-01-06-00000jvo,375,user18,2026-01-06 16:05,2026-01-11,2026-01-14,603000,0,0,603000,0,,1
719,19,0,R-2026-01-06-00000jvp,47,user19,2026-01-06 17:10,2026-01-13,2026-01-14,124000,10,0,111600,0,,1
720,20,0,R-2026-01-06-00000jvq,129,user20,2026-01-06 18:15,2026-01-08,2026-01-10,364000,10,0,327600,0,,1
721,21,0,R-2026-01-06-00000jvr,218,user21,2026-01-06 19:20,2026-01-10,2026-01-13,395700,10,0,356130,0,,1
722,22,0,R-2026-01-06-00000jvs,301,user22,2026-01-06 20:25,2026-01-12,2026-01-13,152000,10,0,136800,1,2026-01-07 20:25,0
723,23,0,R-2026-01-06-00000jvt,420,user23,2026-01-06 21:30,2026-01-07,2026-01-09,506000,10,0,455400,0,,1
724,24,0,R-2026-01-06-00000jvu,124,user24,2026-01-06 22:35,2026-01-09,2026-01-12,273000,0,0,273000,0,,1
725,0,149,R-20260107-n4o5p6q7,149,guest149,2026-01-07 2:02,2026-01-09,2026-01-13,620000,0,0,620000,0,,0
726,25,0,R-2026-01-07-00000jvv,211,user25,2026-01-07 6:20,2026-01-12,2026-01-13,67000,10,0,60300,0,,1
727,26,0,R-2026-01-07-00000jvw,360,user26,2026-01-07 7:25,2026-01-14,2026-01-16,404000,10,0,363600,0,,1
728,27,0,R-2026-01-07-00000jvx,39,user27,2026-01-07 8:30,2026-01-09,2026-01-12,468000,10,0,421200,0,,1
729,28,0,R-2026-01-07-00000jvy,108,user28,2026-01-07 9:35,2026-01-11,2026-01-12,116000,0,0,116000,0,,1
730,29,0,R-2026-01-07-00000001,9,user29,2026-01-07 10:20,2026-01-09,2026-01-10,202000,10,0,181800,0,,1
731,30,0,R-2026-01-07-00000002,16,user30,2026-01-07 11:25,2026-01-11,2026-01-13,266000,10,0,239400,0,,1
732,31,0,R-2026-01-07-00000003,23,user31,2026-01-07 12:30,2026-01-13,2026-01-16,552000,10,0,496800,0,,1
733,32,0,R-2026-01-07-00000004,30,user32,2026-01-07 13:35,2026-01-08,2026-01-09,142000,10,0,127800,0,,1
734,33,0,R-2026-01-07-00000005,37,user33,2026-01-07 14:40,2026-01-10,2026-01-12,264000,10,0,237600,0,,1
735,34,0,R-2026-01-07-00000006,44,user34,2026-01-07 15:45,2026-01-12,2026-01-15,504000,0,0,504000,0,,1
736,35,0,R-2026-01-07-00000007,51,user35,2026-01-07 16:50,2026-01-14,2026-01-15,199000,10,0,179100,0,,1
737,36,0,R-2026-01-07-00000008,58,user36,2026-01-07 17:55,2026-01-09,2026-01-11,336000,10,0,302400,0,,1
738,37,0,R-2026-01-07-00000009,65,user37,2026-01-07 19:00,2026-01-11,2026-01-14,375000,0,0,375000,0,,1
739,38,0,R-2026-01-07-0000000a,72,user38,2026-01-07 20:05,2026-01-13,2026-01-14,122000,0,0,109800,0,,1
740,39,0,R-2026-01-07-0000000b,79,user39,2026-01-07 21:10,2026-01-08,2026-01-10,164000,0,0,164000,0,,1
741,40,0,R-2026-01-07-0000000c,86,user40,2026-01-07 22:15,2026-01-10,2026-01-13,492000,0,0,492000,0,,1
742,41,0,R-2026-01-07-0000000d,93,user41,2026-01-07 23:20,2026-01-12,2026-01-13,170000,0,0,170000,0,,1
743,42,0,R-2026-01-07-0000000e,100,user42,2026-01-08 0:25,2026-01-14,2026-01-16,248000,10,0,223200,0,,1
744,43,0,R-2026-01-07-0000000f,7,user43,2026-01-08 1:30,2026-01-09,2026-01-12,534000,10,0,480600,0,,1
745,44,0,R-2026-01-07-00000010,14,user44,2026-01-08 2:35,2026-01-11,2026-01-12,168000,0,0,168000,0,,1
746,45,0,R-2026-01-08-00000011,21,user45,2026-01-08 6:20,2026-01-13,2026-01-15,346000,0,0,346000,0,,1
747,46,0,R-2026-01-08-00000012,28,user46,2026-01-08 7:25,2026-01-15,2026-01-18,354000,10,0,318600,0,,1
748,47,0,R-2026-01-08-00000013,35,user47,2026-01-08 8:30,2026-01-10,2026-01-11,115000,0,0,115000,0,,1
749,48,0,R-2026-01-08-00000014,42,user48,2026-01-08 9:35,2026-01-12,2026-01-14,226000,0,0,226000,1,2026-01-09 9:35,0
750,49,0,R-2026-01-08-00000015,49,user49,2026-01-08 10:40,2026-01-14,2026-01-17,525000,10,0,472500,0,,1
751,50,0,R-2026-01-08-00000016,56,user50,2026-01-08 11:45,2026-01-09,2026-01-10,140000,10,0,126000,0,,1
752,51,0,R-2026-01-08-00000017,63,user51,2026-01-08 12:50,2026-01-11,2026-01-13,224000,0,0,224000,0,,1
753,52,0,R-2026-01-08-00000018,70,user52,2026-01-08 13:55,2026-01-13,2026-01-16,294000,0,0,294000,1,2026-01-09 13:55,0
754,53,0,R-2026-01-08-00000019,77,user53,2026-01-08 15:00,2026-01-15,2026-01-16,175000,10,0,157500,0,,1
755,54,0,R-2026-01-08-0000001a,84,user54,2026-01-08 16:05,2026-01-10,2026-01-12,286000,10,0,257400,0,,1
756,55,0,R-2026-01-08-0000001b,91,user55,2026-01-08 17:10,2026-01-12,2026-01-15,438000,0,0,438000,0,,1
757,56,0,R-2026-01-08-0000001c,98,user56,2026-01-08 18:15,2026-01-14,2026-01-15,90000,10,0,81000,0,,1
758,0,150,R-20260108-o5p6q7r8,150,guest150,2026-01-08 18:18,2026-01-10,2026-01-14,668000,10,0,601200,0,,0
759,57,0,R-2026-01-08-0000001d,5,user57,2026-01-08 19:20,2026-01-09,2026-01-11,308000,0,0,308000,0,,1
760,58,0,R-2026-01-08-0000001e,12,user58,2026-01-08 20:25,2026-01-11,2026-01-14,366000,10,0,329400,0,,1
761,59,0,R-2026-01-08-0000001f,19,user59,2026-01-08 21:30,2026-01-13,2026-01-14,149000,0,0,149000,0,,1
762,60,0,R-2026-01-08-00000020,26,user60,2026-01-08 22:35,2026-01-15,2026-01-17,216000,0,0,216000,0,,1
763,61,0,R-2026-01-09-00000021,33,user61,2026-01-09 6:20,2026-01-10,2026-01-13,534000,10,0,480600,1,2026-01-10 6:20,0
764,62,0,R-2026-01-09-00000022,40,user62,2026-01-09 7:25,2026-01-12,2026-01-13,89000,0,0,89000,0,,1
765,63,0,R-2026-01-09-00000023,47,user63,2026-01-09 8:30,2026-01-14,2026-01-16,248000,10,0,223200,1,2026-01-10 8:30,0
766,64,0,R-2026-01-09-00000024,54,user64,2026-01-09 9:35,2026-01-16,2026-01-19,366000,0,0,366000,0,,1
767,65,0,R-2026-01-09-00000025,61,user65,2026-01-09 10:40,2026-01-11,2026-01-12,88000,0,0,88000,0,,1
768,66,0,R-2026-01-09-00000026,68,user66,2026-01-09 11:45,2026-01-13,2026-01-15,326000,10,0,293400,0,,1
769,67,0,R-2026-01-09-00000027,75,user67,2026-01-09 12:50,2026-01-15,2026-01-18,495000,0,0,495000,0,,1
770,0,151,R-20260109-p6q7r8s9,151,guest151,2026-01-09 13:13,2026-01-11,2026-01-15,356000,10,0,320400,0,,0
771,68,0,R-2026-01-09-00000028,82,user68,2026-01-09 13:55,2026-01-10,2026-01-11,119000,10,0,107100,0,,1
772,69,0,R-2026-01-09-00000029,89,user69,2026-01-09 15:00,2026-01-12,2026-01-14,218000,10,0,196200,0,,1
773,70,0,R-2026-01-09-0000002a,96,user70,2026-01-09 16:05,2026-01-14,2026-01-17,582000,10,0,523800,0,,1
774,71,0,R-2026-01-09-0000002b,3,user71,2026-01-09 17:10,2026-01-16,2026-01-17,188000,10,0,169200,0,,1
775,72,0,R-2026-01-09-0000002c,10,user72,2026-01-09 18:15,2026-01-11,2026-01-13,196000,10,0,176400,0,,1
776,73,0,R-2026-01-09-0000002d,17,user73,2026-01-09 19:20,2026-01-13,2026-01-16,435000,10,0,391500,0,,1
777,74,0,R-2026-01-09-0000002e,24,user74,2026-01-09 20:25,2026-01-15,2026-01-16,196000,10,0,176400,0,,1
778,75,0,R-2026-01-09-0000002f,31,user75,2026-01-09 21:30,2026-01-10,2026-01-12,308000,10,0,277200,0,,1
779,76,0,R-2026-01-09-00000030,38,user76,2026-01-09 22:35,2026-01-12,2026-01-15,432000,10,0,388800,0,,1
780,77,0,R-2026-01-10-00000031,45,user77,2026-01-10 6:20,2026-01-17,2026-01-18,180000,0,0,180000,0,,1
781,78,0,R-2026-01-10-00000032,52,user78,2026-01-10 7:25,2026-01-15,2026-01-17,196000,0,0,196000,0,,1
782,79,0,R-2026-01-10-00000033,59,user79,2026-01-10 8:30,2026-01-14,2026-01-17,540000,10,0,486000,0,,1
783,0,152,R-20260110-q7r8s9t0,152,guest152,2026-01-10 9:09,2026-01-12,2026-01-16,404000,10,0,363600,0,,0
784,80,0,R-2026-01-10-00000034,66,user80,2026-01-10 9:35,2026-01-16,2026-01-17,137000,0,0,137000,1,2026-01-11 9:35,0
785,81,0,R-2026-01-10-00000035,73,user81,2026-01-10 10:40,2026-01-11,2026-01-13,282000,0,0,253800,0,,1
786,82,0,R-2026-01-10-00000036,80,user82,2026-01-10 11:45,2026-01-13,2026-01-16,282000,0,0,282000,0,,1
787,83,0,R-2026-01-10-00000037,87,user83,2026-01-10 12:50,2026-01-15,2026-01-16,176000,0,0,176000,1,2026-01-11 12:50,0
788,84,0,R-2026-01-10-00000038,94,user84,2026-01-10 13:55,2026-01-17,2026-01-19,340000,10,0,306000,0,,1
789,85,0,R-2026-01-10-00000039,1,user85,2026-01-10 15:00,2026-01-12,2026-01-15,492000,10,0,442800,0,,1
790,86,0,R-2026-01-10-0000003a,8,user86,2026-01-10 16:05,2026-01-14,2026-01-15,190000,10,0,171000,0,,1
791,87,0,R-2026-01-10-0000003b,15,user87,2026-01-10 17:10,2026-01-16,2026-01-18,360000,0,0,360000,0,,1
792,88,0,R-2026-01-10-0000003c,22,user88,2026-01-10 18:15,2026-01-11,2026-01-14,516000,10,0,464400,0,,1
793,89,0,R-2026-01-10-0000003d,29,user89,2026-01-10 19:20,2026-01-13,2026-01-14,130000,10,0,117000,0,,1
794,90,0,R-2026-01-10-0000003e,36,user90,2026-01-10 20:25,2026-01-15,2026-01-17,254000,0,0,254000,0,,1
795,91,0,R-2026-01-10-0000003f,43,user91,2026-01-10 21:30,2026-01-17,2026-01-20,468000,0,0,468000,0,,1
796,92,0,R-2026-01-10-00000040,50,user92,2026-01-10 22:35,2026-01-12,2026-01-13,187000,10,0,168300,0,,1
797,93,0,R-2026-01-11-00000041,57,user93,2026-01-11 6:20,2026-01-14,2026-01-16,304000,10,0,273600,0,,1
798,94,0,R-2026-01-11-00000042,64,user94,2026-01-11 7:25,2026-01-16,2026-01-19,339000,0,0,339000,0,,1
799,95,0,R-2026-01-11-00000043,71,user95,2026-01-11 8:30,2026-01-18,2026-01-19,110000,0,0,99000,0,,1
800,96,0,R-2026-01-11-00000044,78,user96,2026-01-11 9:35,2026-01-13,2026-01-15,374000,10,0,336600,0,,1
801,97,0,R-2026-01-11-00000045,85,user97,2026-01-11 10:40,2026-01-15,2026-01-18,456000,0,0,456000,0,,1
802,98,0,R-2026-01-11-00000046,92,user98,2026-01-11 11:45,2026-01-17,2026-01-18,158000,0,0,158000,1,2026-01-12 11:45,0
803,99,0,R-2026-01-11-00000047,99,user99,2026-01-11 12:50,2026-01-12,2026-01-14,204000,10,0,183600,0,,1
804,100,0,R-2026-01-11-00000048,7,user100,2026-01-11 13:55,2026-01-14,2026-01-17,534000,10,0,480600,1,2026-01-12 13:55,0
805,101,0,R-2026-01-11-00000049,14,user101,2026-01-11 15:00,2026-01-12,2026-01-13,168000,0,0,168000,0,,1
806,102,0,R-2026-01-11-0000004a,21,user102,2026-01-11 16:05,2026-01-18,2026-01-20,346000,0,0,346000,0,,1
807,103,0,R-2026-01-11-0000004b,28,user103,2026-01-11 17:10,2026-03-13,2026-03-16,354000,10,0,318600,1,2026-01-12 17:10,0
808,104,0,R-2026-01-11-0000004c,35,user104,2026-01-11 18:15,2026-01-15,2026-01-16,115000,0,0,115000,0,,1
809,105,0,R-2026-01-11-0000004d,42,user105,2026-01-11 19:20,2026-01-17,2026-01-19,226000,0,0,226000,0,,1
810,106,0,R-2026-01-11-0000004e,49,user106,2026-01-11 20:25,2026-01-18,2026-01-21,525000,10,0,472500,0,,1
811,107,0,R-2026-01-11-0000004f,56,user107,2026-01-11 21:30,2026-01-13,2026-01-14,140000,10,0,126000,1,2026-01-12 21:30,0
812,108,0,R-2026-01-11-00000050,63,user108,2026-01-11 22:35,2026-01-15,2026-01-17,224000,0,0,224000,0,,1
813,0,153,R-20260111-r8s9t0u1,153,guest153,2026-01-11 23:23,2026-01-13,2026-01-17,452000,10,0,406800,0,,0
814,0,154,R-20260112-s9t0u1v2,154,guest154,2026-01-12 4:04,2026-01-14,2026-01-18,608000,10,0,547200,0,,0
815,109,0,R-2026-01-12-00000051,70,user109,2026-01-12 6:20,2026-01-17,2026-01-20,294000,0,0,294000,0,,1
816,110,0,R-2026-01-12-00000052,77,user110,2026-01-12 7:25,2026-01-19,2026-01-20,175000,10,0,157500,1,2026-01-13 7:25,0
817,111,0,R-2026-01-12-00000053,84,user111,2026-01-12 8:30,2026-01-14,2026-01-16,286000,10,0,257400,0,,1
818,112,0,R-2026-01-12-00000054,91,user112,2026-01-12 9:35,2026-01-16,2026-01-19,438000,0,0,438000,1,2026-01-13 9:35,0
819,113,0,R-2026-01-12-00000055,98,user113,2026-01-12 10:40,2026-01-18,2026-01-19,90000,10,0,81000,0,,1
820,114,0,R-2026-01-12-00000056,5,user114,2026-01-12 11:45,2026-02-20,2026-02-22,308000,0,0,308000,0,,1
821,115,0,R-2026-01-12-00000057,12,user115,2026-01-12 12:50,2026-01-15,2026-01-18,366000,10,0,329400,0,,1
822,116,0,R-2026-01-12-00000058,19,user116,2026-01-12 13:55,2026-01-17,2026-01-18,149000,0,0,149000,0,,1
823,117,0,R-2026-01-12-00000059,26,user117,2026-01-12 15:00,2026-01-19,2026-01-21,216000,0,0,216000,0,,1
824,118,0,R-2026-01-12-0000005a,33,user118,2026-01-12 16:05,2026-01-14,2026-01-17,534000,10,0,480600,0,,1
825,119,0,R-2026-01-12-0000005b,40,user119,2026-01-12 17:10,2026-03-16,2026-03-17,89000,0,0,89000,0,,1
826,120,0,R-2026-01-12-0000005c,47,user120,2026-01-12 18:15,2026-01-18,2026-01-20,248000,10,0,223200,0,,1
827,121,0,R-2026-01-12-0000005d,54,user121,2026-01-12 19:20,2026-01-19,2026-01-22,366000,0,0,366000,0,,1
828,122,0,R-2026-01-12-0000005e,61,user122,2026-01-12 20:25,2026-01-14,2026-01-15,88000,0,0,88000,1,2026-01-13 20:25,0
829,123,0,R-2026-01-12-0000005f,68,user123,2026-01-12 21:30,2026-01-16,2026-01-18,326000,10,0,293400,0,,1
830,124,0,R-2026-01-12-00000060,75,user124,2026-01-12 22:35,2026-01-18,2026-01-21,495000,0,0,495000,0,,1
831,125,0,R-2026-01-13-00000061,82,user125,2026-01-13 6:20,2026-01-20,2026-01-21,119000,10,0,107100,0,,1
832,126,0,R-2026-01-13-00000062,89,user126,2026-01-13 7:25,2026-01-15,2026-01-17,218000,10,0,196200,0,,1
833,127,0,R-2026-01-13-00000063,96,user127,2026-01-13 8:30,2026-01-17,2026-01-20,582000,10,0,523800,0,,1
834,128,0,R-2026-01-13-00000064,3,user128,2026-01-13 9:35,2026-01-19,2026-01-20,188000,10,0,169200,0,,1
835,129,0,R-2026-01-13-0000apsw,1,user129,2026-01-13 10:20,2026-01-16,2026-01-17,164000,10,0,147600,0,,1
836,130,0,R-2026-01-13-0000apsx,3,user130,2026-01-13 11:25,2026-02-15,2026-02-17,376000,10,0,338400,0,,1
837,131,0,R-2026-01-13-0000apsy,5,user131,2026-01-13 12:30,2026-03-16,2026-03-19,462000,0,0,462000,0,,1
838,132,0,R-2026-01-13-0000apsz,7,user132,2026-01-13 13:35,2026-01-25,2026-01-26,178000,10,0,160200,0,,1
839,133,0,R-2026-01-13-0000apt0,9,user133,2026-01-13 14:40,2026-01-18,2026-01-20,404000,10,0,363600,0,,1
840,0,155,R-20260113-t0u1v2w3,155,guest155,2026-01-13 15:15,2026-01-15,2026-01-19,656000,0,0,656000,0,,0
841,134,0,R-2026-01-13-0000apt1,10,user134,2026-01-13 15:45,2026-01-19,2026-01-22,294000,10,0,264600,0,,1
842,135,0,R-2026-01-13-0000apt2,12,user135,2026-01-13 16:50,2026-01-20,2026-01-21,122000,10,0,109800,0,,1
843,136,0,R-2026-01-13-0000apt3,14,user136,2026-01-13 17:55,2026-01-14,2026-01-16,336000,0,0,336000,0,,1
844,137,0,R-2026-01-13-0000apt4,16,user137,2026-01-13 19:00,2026-01-15,2026-01-18,399000,10,0,359100,1,2026-01-14 19:00,0
845,138,0,R-2026-01-13-0000apt5,18,user138,2026-01-13 20:05,2026-01-16,2026-01-17,157000,10,0,141300,0,,1
846,139,0,R-2026-01-13-0000apt6,21,user139,2026-01-13 21:10,2026-03-15,2026-03-17,346000,0,0,346000,0,,1
